Date,B120BP,B120,Q120,TA2J6500,Q115,Q2100H,Q3015
2018-03-30,0,529,16556,83,7177,318,204
2018-03-31,0,0,0,0,0,0,0
2018-04-01,2775,6448,21249,116,21195,6,4
2018-04-02,0,0,0,0,0,0,0
2018-04-03,0,0,0,0,0,0,0
2018-04-04,5192,3353,15287,48,4162,166,528
2018-04-05,3830,222,16532,87,5525,1,0
2018-04-06,3984,1847,9678,72,4115,19,0
2018-04-07,0,0,0,12,0,0,0
2018-04-08,0,7,83,6,48,0,0
2018-04-09,3798,541,13768,108,6313,21,0
2018-04-10,2217,2004,40785,3,31909,1472,0
2018-04-11,0,0,0,0,0,0,0
2018-04-12,3333,349,12381,2,6572,0,10
2018-04-13,2246,1153,13645,12,6188,96,0
2018-04-14,0,7,180,6,49,0,0
2018-04-15,0,0,36,0,0,0,0
2018-04-16,3281,576,19550,246,34544,5,216
2018-04-17,4009,694,7816,23,7870,33,0
2018-04-18,3604,646,15327,68,8824,201,242
2018-04-19,4817,634,9065,64,21227,6,1
2018-04-20,3693,817,6386,65,2492,8,240
2018-04-21,0,0,0,0,0,0,0
2018-04-22,0,0,240,0,96,0,0
2018-04-23,3346,1000,12812,22,3755,238,0
2018-04-24,2450,2921,13875,63,6591,1129,0
2018-04-25,3723,1080,24264,31,6803,20,520
2018-04-26,3968,4001,22009,109,20968,153,720
2018-04-27,3721,384,11768,62,4891,50,192
2018-04-28,0,0,0,0,0,0,0
2018-04-29,0,0,0,0,0,0,0
2018-04-30,3039,544,16286,109,7926,166,0
2018-05-01,3984,470,10168,109,3416,177,0
2018-05-02,5285,1696,12121,44,2865,1,756
2018-05-03,2707,1422,12269,4,6330,452,1440
2018-05-04,4397,2770,16905,21,17130,177,972
2018-05-05,0,0,0,0,0,0,0
2018-05-06,4445,1306,12587,275,4123,399,0
2018-05-07,3485,2317,17884,12,7008,27,289
2018-05-08,0,0,86,0,0,0,0
2018-05-09,3514,934,7430,239,2722,354,1
2018-05-10,3281,1293,16010,3,15618,162,0
2018-05-11,1818,1369,9211,9,5544,0,0
2018-05-12,4300,623,14440,3,5319,0,0
2018-05-13,0,0,0,0,0,0,0
2018-05-14,3441,849,13216,71,3192,82,12
2018-05-15,3224,12897,30491,104,16363,334,3
2018-05-16,3688,4099,20966,161,5200,73,196
2018-05-17,2858,328,12688,27,22131,37,1584
2018-05-18,4247,1940,7940,69,7049,0,192
2018-05-19,0,0,0,0,0,0,0
2018-05-20,0,0,0,0,0,0,0
2018-05-21,3041,2494,10303,57,3579,421,72
2018-05-22,3965,472,14399,136,2984,128,0
2018-05-23,3852,851,12522,277,6180,233,533
2018-05-24,2701,2143,17045,82,14903,1363,0
2018-05-25,3723,818,12129,164,8092,72,193
2018-05-26,0,0,0,6,0,0,0
2018-05-27,0,0,0,0,0,0,0
2018-05-28,0,0,281,0,0,0,0
2018-05-29,3113,1098,14592,78,4728,180,0
2018-05-30,3230,1830,18814,39,8160,7,0
2018-05-31,3473,2013,20386,111,25195,70,2454
2018-06-01,0,0,0,6,0,0,0
2018-06-02,4139,214,7506,24,1198,115,0
2018-06-03,3946,707,6624,70,3339,64,0
2018-06-04,6460,392,9705,62,2840,236,0
2018-06-05,0,0,0,0,0,0,0
2018-06-06,3372,1040,18988,46,5109,80,501
2018-06-07,3503,351,14435,49,6728,13,0
2018-06-08,3722,676,10210,26,3943,130,0
2018-06-09,3863,3877,21245,3,26006,92,1086
2018-06-10,0,0,0,0,0,0,0
2018-06-11,2817,1399,10230,19,3386,0,0
2018-06-12,3356,3802,12063,106,8006,0,289
2018-06-13,3778,1162,15952,93,7351,37,29
2018-06-14,3310,1800,12573,60,10068,2,1057
2018-06-15,2469,2907,6155,103,2336,68,120
2018-06-16,0,0,0,8,0,0,0
2018-06-17,0,0,0,0,0,0,0
2018-06-18,3130,2007,12554,60,3830,11,1
2018-06-19,4228,219,8058,69,4092,21,0
2018-06-20,2933,1317,12889,76,3921,218,300
2018-06-21,4013,2384,19154,91,24986,321,4
2018-06-22,4145,696,12022,36,3974,213,0
2018-06-23,0,0,96,0,96,0,0
2018-06-24,0,0,600,0,240,0,0
2018-06-25,3045,1037,9208,144,6723,47,0
2018-06-26,2637,319,27222,12,7863,52,0
2018-06-27,3922,705,27104,54,11994,138,276
2018-06-28,3122,903,32395,51,27853,1724,1104
2018-06-29,3450,672,15724,99,7285,7,1
2018-06-30,0,104,2232,6,2025,0,0
2018-07-01,0,4,0,0,0,0,0
2018-07-02,3939,1271,6540,31,2710,159,0
2018-07-03,3815,1154,14229,179,4491,61,241
2018-07-04,0,0,192,0,192,0,0
2018-07-05,3580,940,13711,29,5433,1,0
2018-07-06,3629,3669,13883,52,10542,1536,0
2018-07-07,0,0,0,0,0,0,0
2018-07-08,4421,577,7149,29,1761,66,0
2018-07-09,3396,502,14475,15,4926,26,48
2018-07-10,0,0,96,0,48,0,0
2018-07-11,2594,669,12988,0,5381,0,8
2018-07-12,4734,887,12713,12,3422,0,0
2018-07-13,2476,399,9339,80,6085,21,2
2018-07-14,0,0,0,0,48,0,0
2018-07-15,0,0,0,0,0,0,0
2018-07-16,3887,8256,17771,26,4197,13,0
2018-07-17,3965,336,9486,24,5826,168,14
2018-07-18,2505,1199,11730,87,4514,300,1
2018-07-19,4450,669,9270,122,60391,92,1224
2018-07-20,4453,580,9288,54,3106,284,384
2018-07-21,0,0,48,54,48,0,0
2018-07-22,0,0,0,0,48,0,0
2018-07-23,3775,669,7088,118,1460,8,0
2018-07-24,3132,3372,11525,88,4626,39,0
2018-07-25,2936,1105,12317,35,5183,413,276
2018-07-26,3066,4698,16328,71,19105,164,0
2018-07-27,1917,336,12959,88,5021,13,0
2018-07-28,0,0,0,18,0,0,0
2018-07-29,0,24,96,0,48,0,0
2018-07-30,53,1189,12827,21,5100,31,0
2018-07-31,0,729,12832,59,5155,43,0
2018-08-01,4034,1380,10103,91,5413,350,84
2018-08-02,4234,7884,12326,44,2856,397,0
2018-08-03,1753,435,19447,157,14425,57,768
2018-08-04,0,0,0,0,0,0,0
2018-08-05,2992,516,12485,81,2683,257,0
2018-08-06,4007,301,7628,80,3878,27,1
2018-08-07,0,0,288,0,240,0,0
2018-08-08,4034,1099,7907,128,3024,125,193
2018-08-09,0,0,0,0,0,0,0
2018-08-10,2535,1012,9489,0,2299,0,0
2018-08-11,2667,1882,13809,3,21544,0,409
2018-08-12,0,0,0,118,0,0,0
2018-08-13,3366,439,6602,17,4444,440,0
2018-08-14,3330,438,7148,48,1872,107,0
2018-08-15,2974,508,12975,45,3937,90,5
2018-08-16,3682,974,16997,76,16560,124,690
2018-08-17,3132,287,6398,45,3432,58,0
2018-08-18,0,0,48,18,48,0,0
2018-08-19,0,0,164,0,48,0,0
2018-08-20,3184,690,6115,13,2155,48,1
2018-08-21,2514,862,18942,17,12937,0,0
2018-08-22,3458,558,15226,139,5554,485,435
2018-08-23,3196,3895,21780,146,14348,134,948
2018-08-24,3486,823,9575,78,4130,1,36
2018-08-25,0,0,0,6,0,0,0
2018-08-26,0,0,48,0,48,0,0
2018-08-27,3548,1028,12160,33,1500,48,30
2018-08-28,2362,1082,13140,83,4799,0,132
2018-08-29,2359,1031,22316,118,11578,799,194
2018-08-30,3536,1234,19009,42,23778,14,192
2018-08-31,3403,2958,19550,86,10664,39,192
2018-09-01,2507,880,7169,9,693,16,0
2018-09-02,4231,15419,8260,26,1496,53,0
2018-09-03,4507,945,12980,30,3656,144,204
2018-09-04,3280,5739,8765,66,2732,423,0
2018-09-05,3624,699,10639,89,6155,164,217
2018-09-06,0,48,0,10,0,0,0
2018-09-07,3449,602,17794,74,7590,12,0
2018-09-08,2296,1291,13904,118,20802,1515,96
2018-09-09,0,0,0,0,0,1,0
2018-09-10,1902,782,10603,77,8424,30,1
2018-09-11,3015,324,11522,0,5897,0,1
2018-09-12,0,0,0,0,0,0,0
2018-09-13,3412,3343,18133,113,27729,5,0
2018-09-14,3531,1697,23423,189,7571,270,12
2018-09-15,0,0,0,18,0,0,0
2018-09-16,0,0,0,0,0,0,0
2018-09-17,4939,2869,9645,26,2792,449,0
2018-09-18,3312,609,10865,25,3467,57,0
2018-09-19,3768,1060,11614,51,5841,342,290
2018-09-20,4829,4787,13049,106,17108,312,1344
2018-09-21,3540,1010,11125,105,3192,519,48
2018-09-22,0,0,152,0,0,0,0
2018-09-23,0,0,0,0,0,0,0
2018-09-24,2697,881,6435,71,7279,38,0
2018-09-25,3644,1318,5624,26,36877,106,36
2018-09-26,6115,956,16863,0,8707,234,540
2018-09-27,2771,1442,24365,0,17850,35,576
2018-09-28,2816,1174,20431,0,23860,14,1
2018-09-29,0,0,0,0,0,0,0
2018-09-30,0,0,0,0,0,0,0
2018-10-01,4002,604,8650,47,3760,84,384
2018-10-02,0,24,96,9,96,0,0
2018-10-03,0,0,0,6,0,0,0
2018-10-04,3671,605,11721,93,4998,155,0
2018-10-05,4100,1457,13342,123,13671,17,0
2018-10-06,0,0,48,0,0,0,0
2018-10-07,4341,549,6911,180,7567,287,1
2018-10-08,3047,414,14911,185,3330,80,0
2018-10-09,2919,2876,10961,39,22426,265,0
2018-10-10,3413,374,15067,45,4716,12,252
2018-10-11,0,0,0,0,0,0,0
2018-10-12,2154,2559,8141,0,3499,0,38
2018-10-13,0,12,0,0,0,0,0
2018-10-14,0,0,192,0,0,0,0
2018-10-15,3068,1174,12195,15,3802,2,0
2018-10-16,3847,527,6740,105,4638,1443,0
2018-10-17,4198,935,11918,235,4111,10,241
2018-10-18,3791,1776,16348,207,11911,154,913
2018-10-19,3035,543,10968,0,3984,45,1
2018-10-20,0,0,0,0,0,0,0
2018-10-21,0,0,96,0,0,0,0
2018-10-22,2474,1384,19627,3,11335,14,24
2018-10-23,4041,2562,7066,161,2391,1,0
2018-10-24,2558,1662,15651,42,4801,34,0
2018-10-25,3770,6401,11721,84,12679,16,0
2018-10-26,1952,450,18333,0,7791,0,12
2018-10-27,0,0,0,0,0,0,0
2018-10-28,0,0,0,0,0,0,0
2018-10-29,1784,552,11340,3,7256,0,0
2018-10-30,2680,1189,28090,38,29666,0,0
2018-10-31,3370,513,12684,30,5638,0,865
2018-11-01,3878,1265,57279,33,32506,30,4
2018-11-02,0,8,0,0,0,0,0
2018-11-03,0,20,240,0,240,0,0
2018-11-04,4452,559,12393,30,10523,61,0
2018-11-05,2736,894,18543,93,12715,262,6
2018-11-06,4149,2069,8843,37,3021,255,0
2018-11-07,3404,2878,16549,85,3839,451,194
2018-11-08,0,0,144,0,0,0,0
2018-11-09,4454,504,8973,78,5235,1469,1
2018-11-10,2602,1612,22330,8,31639,48,2064
2018-11-11,0,0,48,0,0,0,0
2018-11-12,3557,331,5292,4,2086,0,0
2018-11-13,2804,563,9159,32,2972,0,0
2018-11-14,2231,926,13434,3,6056,0,393
2018-11-15,2275,856,19523,0,19311,0,0
2018-11-16,2431,822,12093,0,3661,0,240
2018-11-17,0,0,0,0,0,0,0
2018-11-18,0,30,48,0,48,0,0
2018-11-19,3005,919,19727,0,7315,0,0
2018-11-20,4147,514,7326,0,2547,0,0
2018-11-21,3395,1088,26274,0,8778,0,58
2018-11-22,0,0,564,0,192,0,0
2018-11-23,0,0,0,0,0,0,0
2018-11-24,0,0,0,0,0,0,0
2018-11-25,0,0,0,0,0,0,0
2018-11-26,3266,2920,10159,0,6593,0,1104
2018-11-27,2495,2872,17389,6,23997,0,0
2018-11-28,2961,1503,13821,20,6692,73,0
2018-11-29,4542,435,15520,3,48324,8,336
2018-11-30,3351,840,12129,0,8643,0,0
2018-12-01,5492,521,8714,87,4332,366,2
2018-12-02,3329,28975,14853,73,6863,14,816
2018-12-03,3080,1390,12334,40,9813,48,0
2018-12-04,3253,1810,20060,100,44592,114,720
2018-12-05,0,0,0,23,0,0,0
2018-12-06,2885,424,12824,113,3587,116,96
2018-12-07,4086,1819,18232,106,14552,289,1
2018-12-08,0,0,0,0,0,0,0
2018-12-09,3134,290,16805,344,4539,230,20
2018-12-10,3732,631,11290,11,4438,521,0
2018-12-11,2932,860,7326,33,8486,0,0
2018-12-12,3414,1652,19605,3,5143,0,240
2018-12-13,3075,936,23154,40,11941,1,864
2018-12-14,3589,1073,11874,0,4024,0,192
2018-12-15,0,0,0,13,0,0,0
2018-12-16,0,0,0,0,0,0,0
2018-12-17,2702,848,6792,0,3304,0,0
2018-12-18,2826,1168,7407,127,3966,0,0
2018-12-19,4071,885,14773,6,5325,0,0
2018-12-20,2734,2864,15145,99,16491,0,72
2018-12-21,2942,451,6192,0,2239,0,0
2018-12-22,0,120,480,0,384,48,0
2018-12-23,0,24,96,0,96,0,0
2018-12-24,68,0,144,0,0,684,0
2018-12-25,0,0,0,0,0,25,0
2018-12-26,1200,10233,17067,4,7292,1,0
2018-12-27,1789,781,6889,0,13004,0,0
2018-12-28,2861,1827,18063,77,8818,0,49
2018-12-29,0,0,0,6,0,0,0
2018-12-30,0,0,0,0,0,0,0
2018-12-31,0,484,12976,293,2860,0,0
2019-01-01,0,0,0,0,0,0,0
2019-01-02,2895,324,6340,39,2839,0,0
2019-01-03,2500,512,15045,0,3786,0,0
2019-01-04,1702,798,12490,0,4878,416,1
2019-01-05,4297,2630,13900,261,8364,187,216
2019-01-06,0,0,0,0,0,0,0
2019-01-07,3343,1573,12206,102,8828,254,1
2019-01-08,1932,1867,20322,0,7586,28,144
2019-01-09,0,0,0,0,0,0,0
2019-01-10,3794,602,10109,17,2562,1,0
2019-01-11,2552,1056,15258,55,15608,95,0
2019-01-12,0,0,0,0,23,0,0
2019-01-13,0,0,0,0,96,0,0
2019-01-14,3065,945,9999,0,3854,0,1
2019-01-15,3377,772,5850,0,813,0,0
2019-01-16,3817,1458,15540,0,4846,0,192
2019-01-17,5076,923,13691,0,14282,0,1200
2019-01-18,4987,487,11265,18,3149,0,0
2019-01-19,0,0,0,0,0,0,0
2019-01-20,0,0,78,0,0,0,0
2019-01-21,2123,1006,13912,10,2696,0,0
2019-01-22,3101,437,7642,0,13879,0,0
2019-01-23,2966,485,13306,0,3456,0,297
2019-01-24,3603,3086,19639,3,23249,0,0
2019-01-25,3927,835,12978,30,8207,0,0
2019-01-26,0,0,0,0,0,0,0
2019-01-27,0,0,0,0,0,162,0
2019-01-28,2826,369,10294,43,7582,210,0
2019-01-29,1693,349,19880,0,3998,24,0
2019-01-30,2663,789,17009,31,5816,0,384
2019-01-31,1954,1363,9380,12,14535,0,613
2019-02-01,3356,634,9933,202,6914,0,0
2019-02-02,0,0,0,0,0,144,0
2019-02-03,0,0,0,0,0,1484,0
2019-02-04,1909,985,8684,105,5697,1,1
2019-02-05,4153,1984,12812,429,13472,589,864
2019-02-06,0,0,48,0,48,0,0
2019-02-07,2932,710,8771,34,3035,110,0
2019-02-08,4797,625,7958,24,3942,133,96
2019-02-09,0,0,1514,0,1968,67,0
2019-02-10,3302,689,21720,52,32400,99,156
2019-02-11,0,24,0,0,54,0,0
2019-02-12,2264,1535,13859,19,7712,484,0
2019-02-13,1918,932,18415,6,10464,0,337
2019-02-14,3370,531,10805,6,13906,2,0
2019-02-15,2865,703,11005,12,5506,0,0
2019-02-16,0,0,0,0,0,0,0
2019-02-17,0,0,0,0,48,1605,0
2019-02-18,3066,733,20063,0,8393,0,0
2019-02-19,3007,188,5342,0,1875,0,0
2019-02-20,4035,613,10598,0,3720,0,4
2019-02-21,3190,7257,18598,3,14772,0,720
2019-02-22,3574,736,9176,0,8588,0,265
2019-02-23,0,0,96,29,0,1,0
2019-02-24,0,0,0,0,0,0,0
2019-02-25,3098,2505,9851,0,2044,0,1
2019-02-26,3820,581,9181,0,2494,0,0
2019-02-27,2107,1116,12361,0,5448,308,384
2019-02-28,3636,2088,28836,3,24900,0,724
2019-03-01,3572,549,11858,55,10349,0,0
2019-03-02,0,0,0,36,0,0,0
2019-03-03,0,0,0,0,0,0,0
2019-03-04,3354,759,17189,6,11617,1815,164
2019-03-05,2555,400,9347,162,4711,0,0
2019-03-06,2106,1081,20127,41,8632,41,0
2019-03-07,2749,1356,13171,18,4514,135,10
2019-03-08,0,0,0,0,0,0,0
2019-03-09,3921,1221,20195,4,7806,1,5355
2019-03-10,2265,1634,11641,57,6256,97,624
2019-03-11,0,36,108,0,0,0,0
2019-03-12,2703,1047,22146,39,18083,106,2013
2019-03-13,3470,285,15346,0,6841,60,193
2019-03-14,3148,832,19736,0,18651,0,768
2019-03-15,3927,998,13220,0,5702,0,2
2019-03-16,0,0,0,0,0,0,0
2019-03-17,0,20,0,0,0,0,0
2019-03-18,3150,2119,22313,0,5643,0,2
2019-03-19,3820,508,12176,15,3995,0,0
2019-03-20,4248,978,10459,0,6099,123,3
2019-03-21,3164,549,10391,0,7262,10,1
2019-03-22,4023,676,8965,0,12253,0,0
2019-03-23,0,0,48,0,48,0,0
2019-03-24,0,0,384,90,48,232,0
2019-03-25,4137,2020,6775,0,2457,25,0
2019-03-26,3008,519,8013,0,3571,65,0
2019-03-27,2799,348,21153,137,43417,422,193
2019-03-28,3327,2290,20746,0,7987,1159,720
2019-03-29,1454,520,10070,1,4575,290,48
2019-03-30,0,0,364,0,0,7,0
2019-03-31,0,0,480,0,0,0,0
2019-04-01,4272,336,16904,6,9115,0,0
2019-04-02,3539,1068,9963,3,4185,527,0
2019-04-03,4307,2516,6271,85,9958,0,0
2019-04-04,2156,1191,16425,193,17955,106,1152
2019-04-05,0,180,240,0,192,109,0
2019-04-06,2548,965,12534,158,7589,209,146
2019-04-07,0,10,480,66,600,0,0
2019-04-08,0,0,2880,0,2880,0,0
2019-04-09,3035,1286,15287,19,8654,503,0
2019-04-10,2902,5486,9176,98,3427,603,120
2019-04-11,3997,2067,13891,23,18197,121,0
2019-04-12,2970,859,13272,85,13766,3,2044
2019-04-13,0,0,0,156,0,0,0
2019-04-14,0,0,0,0,0,0,0
2019-04-15,2373,879,23128,10,12622,0,0
2019-04-16,3058,572,9056,6,1904,59,2
2019-04-17,2518,799,20867,19,8901,1312,192
2019-04-18,3100,1183,11971,229,11125,1025,960
2019-04-19,0,692,19044,261,7204,0,194
2019-04-20,0,148,288,0,0,0,0
2019-04-21,0,0,0,0,0,0,0
2019-04-22,3146,1221,9911,60,9820,0,0
2019-04-23,959,536,9055,0,2707,114,0
2019-04-24,2357,635,12685,12,7524,403,240
2019-04-25,2038,1871,6825,21,6635,33,60
2019-04-26,3749,1189,7004,6,3543,151,192
2019-04-27,0,0,0,48,0,0,0
2019-04-28,0,0,0,0,0,0,0
2019-04-29,2159,1951,12227,3,6040,82,2
2019-04-30,3636,663,7645,3,3084,43,0
2019-05-01,0,0,0,18,0,0,0
2019-05-02,2262,600,7849,6,1417,0,0
2019-05-03,2387,200,8408,0,2199,0,0
2019-05-04,2939,1469,10814,3,2422,145,0
2019-05-05,0,25,144,0,96,240,0
2019-05-06,1887,6453,12660,119,5462,554,5
2019-05-07,4222,657,10163,316,21203,18,0
2019-05-08,3153,3144,13793,57,13358,111,0
2019-05-09,5071,1828,20783,42,21558,716,0
2019-05-10,0,0,96,0,0,0,0
2019-05-11,3069,530,7343,28,5155,7,0
2019-05-12,3499,1698,12137,24,4564,108,0
2019-05-13,4320,3542,7998,27,3780,1048,2
2019-05-14,3005,352,12944,70,3348,196,0
2019-05-15,3168,595,11829,607,3529,669,28
2019-05-16,4454,1874,10641,1547,8387,121,144
2019-05-17,3358,542,6646,242,2432,96,4
2019-05-18,0,24,36,135,0,0,0
2019-05-19,0,0,0,0,0,12,0
2019-05-20,5812,1393,9930,565,3496,295,2
2019-05-21,2930,607,14215,56,5837,356,2
2019-05-22,3914,1187,14680,120,5084,570,17
2019-05-23,4184,2051,17397,76,16846,430,0
2019-05-24,1707,2474,16958,41,4079,207,193
2019-05-25,0,0,0,0,0,0,0
2019-05-26,0,36,192,0,192,0,0
2019-05-27,0,24,468,0,204,114,0
2019-05-28,3804,776,10884,21,6054,116,864
2019-05-29,3021,541,10996,20,7535,22,2
2019-05-30,2437,2640,23438,18,21473,340,8
2019-05-31,1950,463,10627,21,7896,55,14
2019-06-01,0,0,48,0,0,0,0
2019-06-02,3420,1023,11809,15,3208,0,192
2019-06-03,3318,1333,12544,11,5705,32,253
2019-06-04,0,0,0,30,0,0,0
2019-06-05,5176,1332,8816,6,3350,130,1
2019-06-06,4166,2431,19891,30,17535,212,1
2019-06-07,0,0,0,112,0,0,0
2019-06-08,3290,627,3910,0,4124,32,88
2019-06-09,3263,269,14974,86,3081,234,0
2019-06-10,0,0,0,0,0,0,0
2019-06-11,2821,1585,19189,28,40235,329,0
2019-06-12,3117,1317,11694,112,4629,343,53
2019-06-13,3691,969,10159,6,7181,167,48
2019-06-14,3616,1433,14075,162,9206,297,0
2019-06-15,0,0,0,6,0,0,0
2019-06-16,0,0,48,0,36,0,0
2019-06-17,2908,1696,14648,54,7623,26,144
2019-06-18,3540,862,4686,144,1993,68,0
2019-06-19,2745,1762,14019,157,7336,266,410
2019-06-20,2918,1628,14883,114,25338,148,684
2019-06-21,2028,301,7116,306,4535,44,98
2019-06-22,0,0,48,0,0,0,0
2019-06-23,0,0,0,0,0,0,0
2019-06-24,3399,1526,13255,38,7046,239,1
2019-06-25,3748,694,10070,74,5980,108,13
2019-06-26,3101,1206,18354,109,6055,472,2
2019-06-27,2933,597,17533,60,13592,440,385
2019-06-28,4427,2976,10480,48,6612,69,576
2019-06-29,0,0,0,102,0,0,0
2019-06-30,0,84,0,0,96,3,0
2019-07-01,2598,3243,25365,258,12858,0,0
2019-07-02,4440,548,10777,0,19610,0,816
2019-07-03,3162,2023,12881,0,13071,0,75
2019-07-04,0,0,0,0,0,0,0
2019-07-05,3678,509,6709,6,5472,135,0
2019-07-06,3088,686,8911,255,4008,338,1
2019-07-07,0,24,48,0,48,0,0
2019-07-08,2597,1316,11493,272,9395,906,5
2019-07-09,0,0,0,0,0,0,0
2019-07-10,3740,1936,11429,202,5828,0,0
2019-07-11,4439,1981,15001,21,12065,168,1163
2019-07-12,0,0,0,6,0,0,0
2019-07-13,0,0,0,0,0,0,0
2019-07-14,0,0,0,0,0,0,0
2019-07-15,4169,1481,13031,48,7131,23,6
2019-07-16,3373,497,7677,21,4880,10,0
2019-07-17,3469,1520,24740,6,13777,273,586
2019-07-18,2294,1173,8675,153,7407,515,0
2019-07-19,3074,936,14036,414,6277,12,121
2019-07-20,0,0,0,64,0,0,0
2019-07-21,0,0,144,0,48,0,0
2019-07-22,2314,608,13560,182,13133,153,1
2019-07-23,3142,1114,9028,42,1851,94,1
2019-07-24,2252,1051,12378,90,9155,278,8
2019-07-25,2933,545,17252,152,4770,31,85
2019-07-26,2033,1023,10479,40,3912,456,240
2019-07-27,0,0,0,4,48,0,0
2019-07-28,0,48,0,0,112,0,0
2019-07-29,81,5814,18387,111,18010,5,2880
2019-07-30,37,882,7100,30,2259,0,144
2019-07-31,0,1429,20925,6,9752,114,289
2019-08-01,3317,365,5820,15,2793,0,0
2019-08-02,4022,1389,15163,3,3049,1,0
2019-08-03,2886,800,14677,0,5805,0,2
2019-08-04,3057,6202,14736,0,16184,58,1
2019-08-05,2827,1045,14500,18,5653,2824,304
2019-08-06,0,0,96,0,0,0,0
2019-08-07,4219,3896,13668,46,10577,506,98
2019-08-08,3313,1002,18212,121,9383,279,0
2019-08-09,0,0,0,0,0,0,0
2019-08-10,2564,521,9690,27,8025,0,0
2019-08-11,3781,524,10691,88,5988,583,132
2019-08-12,0,0,48,0,48,0,0
2019-08-13,2973,912,5611,128,1644,40,240
2019-08-14,2724,968,18968,205,11485,544,107
2019-08-15,2741,3947,11786,92,7617,251,19
2019-08-16,4465,332,8798,197,2638,43,1
2019-08-17,0,0,0,0,0,0,0
2019-08-18,0,0,0,0,0,0,0
2019-08-19,3209,1716,25070,153,11667,109,72
2019-08-20,2555,553,10247,27,2287,273,1
2019-08-21,3394,1177,14144,41,8199,422,159
2019-08-22,3796,3378,9529,102,4261,31,96
2019-08-23,2865,722,9880,31,7599,88,2
2019-08-24,0,0,0,0,0,0,0
2019-08-25,0,0,240,0,0,0,0
2019-08-26,3884,1393,18414,21,15624,1,0
2019-08-27,4025,866,13586,55,14542,102,48
2019-08-28,4173,2840,19219,60,8320,172,34
2019-08-29,2550,2652,23513,102,17048,482,0
2019-08-30,3929,1547,23821,133,11775,8,480
2019-08-31,0,240,444,27,336,0,0
2019-09-01,3897,1269,13085,2,5692,0,0
2019-09-02,0,0,0,0,0,0,0
2019-09-03,0,0,0,8,0,0,0
2019-09-04,5212,753,7212,12,2472,0,24
2019-09-05,4918,914,17669,15,5082,4779,0
2019-09-06,0,0,0,0,0,4,0
2019-09-07,4425,440,5261,3,1907,0,84
2019-09-08,3324,1270,10007,115,3523,0,0
2019-09-09,3212,453,13170,89,12650,12,0
2019-09-10,4671,1804,18939,169,11049,23,361
2019-09-11,0,0,0,0,0,0,0
2019-09-12,3321,961,15744,366,4617,135,96
2019-09-13,1894,1389,9123,36,3141,116,0
2019-09-14,0,0,0,10,0,0,0
2019-09-15,0,0,0,0,0,0,0
2019-09-16,3948,1161,23795,43,11974,152,0
2019-09-17,3655,368,9867,16,3342,136,0
2019-09-18,3359,961,16302,47,9723,104,0
2019-09-19,3890,1619,18333,8,8937,6,1389
2019-09-20,4047,807,8873,26,4359,120,16
2019-09-21,0,0,96,0,48,0,0
2019-09-22,0,0,210,0,100,0,0
2019-09-23,2254,3237,12849,23,29693,295,34
2019-09-24,4111,1938,9720,285,2706,12,22
2019-09-25,3534,970,9481,27,9690,95,625
2019-09-26,2703,2085,22787,125,17383,111,0
2019-09-27,2333,722,11674,33,8248,28,145
2019-09-28,0,0,0,0,0,0,0
2019-09-29,0,20,48,0,0,0,0
2019-09-30,3602,1026,13357,15,14296,458,98
2019-10-01,3790,276,6455,13,4685,0,624
2019-10-02,0,20,20,0,0,122,0
2019-10-03,0,0,0,0,0,0,0
2019-10-04,3158,998,12716,137,8963,320,256
2019-10-05,3834,424,12713,83,4147,2019,0
2019-10-06,3720,1352,8772,3,6999,235,1
2019-10-07,3582,854,12721,0,5415,165,8
2019-10-08,0,0,0,0,0,0,0
2019-10-09,2771,820,12232,78,3964,9,0
2019-10-10,3434,536,9411,59,7956,229,192
2019-10-11,0,0,0,0,0,0,0
2019-10-12,2054,500,12243,27,5706,17,0
2019-10-13,0,0,0,0,0,0,0
2019-10-14,4347,1531,15807,54,4559,208,0
2019-10-15,2998,927,6611,19,2402,95,1043
2019-10-16,3395,608,16905,47,9299,389,0
2019-10-17,3595,345,16767,81,16558,30,0
2019-10-18,2851,1183,10350,98,5306,14,8
2019-10-19,0,0,192,0,192,0,0
2019-10-20,0,0,0,0,0,0,0
2019-10-21,4683,931,15228,15,4880,140,0
2019-10-22,3570,1087,6098,83,3393,2,0
2019-10-23,2819,1483,23226,4,8887,689,0
2019-10-24,2946,9256,13704,39,10639,22,0
2019-10-25,3612,372,12240,178,4162,200,0
2019-10-26,0,0,96,6,0,0,0
2019-10-27,0,0,0,0,0,0,0
2019-10-28,3385,1990,11838,48,8775,157,0
2019-10-29,3926,468,13922,28,5755,313,0
2019-10-30,2242,692,24933,134,22660,16,0
2019-10-31,2501,917,13886,12,8966,138,1306
2019-11-01,3717,387,10028,9,2966,0,0
2019-11-02,2766,661,8271,3,5125,0,0
2019-11-03,3799,1549,12984,0,9962,0,1
2019-11-04,3242,1592,11157,186,3608,678,300
2019-11-05,0,0,96,0,0,0,0
2019-11-06,3326,1435,9857,0,5221,370,0
2019-11-07,2471,826,17069,12,7720,322,1
2019-11-08,0,0,0,0,0,0,0
2019-11-09,2435,772,14128,11,18599,8,0
2019-11-10,3318,602,11788,120,25508,129,2
2019-11-11,3316,3132,8415,82,6584,0,717
2019-11-12,1909,719,12015,163,13992,211,0
2019-11-13,2814,1328,14821,60,11547,222,0
