Date,B120BP,B120,Q120,TA2J6500,Q115,Q2100H,Q3015
2016-08-12,3224,2628,13969,86,6645,2,1008
2016-08-13,0,0,0,0,59,0,0
2016-08-14,0,0,0,0,0,0,0
2016-08-15,3452,316,10892,45,2901,8,0
2016-08-16,5014,551,9593,193,2290,114,0
2016-08-17,3719,483,9548,17,3493,2,384
2016-08-18,2916,281,10808,41,6541,13,2
2016-08-19,2622,853,10821,44,5879,212,192
2016-08-20,0,0,0,0,0,0,0
2016-08-21,0,0,0,0,0,0,0
2016-08-22,3163,19633,6148,27,3680,413,0
2016-08-23,2507,2198,11985,11,14993,580,0
2016-08-24,2924,363,7316,82,3411,18,144
2016-08-25,2911,491,15506,26,6986,204,1440
2016-08-26,3249,362,11623,51,4038,20,0
2016-08-27,0,0,0,0,0,0,0
2016-08-28,0,0,0,0,0,0,0
2016-08-29,3941,1927,7512,344,2490,46,0
2016-08-30,2644,686,6740,48,3003,325,0
2016-08-31,4796,695,16002,19,7672,166,156
2016-09-01,0,0,0,0,58,0,0
2016-09-02,4246,790,20649,68,8316,95,24
2016-09-03,3542,1416,14220,31,5104,341,385
2016-09-04,0,0,0,0,0,0,0
2016-09-05,3998,1045,9946,37,2563,207,24
2016-09-06,4223,1014,10591,29,3625,657,1536
2016-09-07,0,90,0,6,0,0,0
2016-09-08,4741,418,11073,45,3195,3,0
2016-09-09,3529,398,10194,41,2139,0,0
2016-09-10,0,0,0,0,0,0,0
2016-09-11,2988,511,19869,52,5544,18,240
2016-09-12,3861,265,7367,192,6110,123,0
2016-09-13,2278,422,12732,33,1699,19,72
2016-09-14,3094,8938,13066,13,5352,138,276
2016-09-15,3483,1426,9692,37,4086,29,768
2016-09-16,2308,483,11485,26,5004,23,216
2016-09-17,0,0,0,0,0,0,0
2016-09-18,0,42,0,0,0,0,0
2016-09-19,2656,1014,8805,44,1801,191,0
2016-09-20,4274,398,9290,63,1735,137,0
2016-09-21,2467,508,17169,54,4399,285,240
2016-09-22,2197,3069,13524,101,3436,1043,480
2016-09-23,585,1098,14281,200,6,333,0
2016-09-24,0,0,0,0,0,0,0
2016-09-25,0,0,0,0,0,0,0
2016-09-26,3530,3893,11176,280,2989,36,0
2016-09-27,2953,284,9570,28,0,211,0
2016-09-28,2830,584,15083,64,0,5,336
2016-09-29,4560,2162,18353,95,0,252,1104
2016-09-30,3485,3085,25220,34,192,315,12
2016-10-01,0,0,0,0,0,0,0
2016-10-02,2539,545,13181,19,5311,39,336
2016-10-03,3653,2112,13047,75,4810,0,1728
2016-10-04,0,190,70,0,0,0,0
2016-10-05,4198,370,5230,24,3586,0,0
2016-10-06,5219,272,9363,24,4880,196,14
2016-10-07,0,60,0,0,0,0,0
2016-10-08,2779,617,13493,23,4371,6,0
2016-10-09,0,0,0,2,0,0,0
2016-10-10,3153,227,10394,9,1418,175,0
2016-10-11,3359,1483,10540,39,5158,24,2400
2016-10-12,0,0,0,0,0,0,0
2016-10-13,3980,3723,8770,220,21972,1,1200
2016-10-14,3258,1113,7822,18,784,155,0
2016-10-15,0,0,0,6,0,0,0
2016-10-16,0,0,0,0,0,0,0
2016-10-17,4433,1624,11654,12,6208,4,0
2016-10-18,3247,1639,7818,199,4646,179,0
2016-10-19,2464,869,21585,105,7903,143,384
2016-10-20,977,3488,11110,80,7328,1120,0
2016-10-21,2811,738,14140,3,4607,6,12
2016-10-22,0,0,12,0,12,0,0
2016-10-23,0,0,0,0,0,0,0
2016-10-24,4467,669,6695,113,32415,19,0
2016-10-25,3336,360,12126,63,4265,54,0
2016-10-26,2998,505,7851,115,4933,2,0
2016-10-27,3924,1652,18816,68,6549,64,1296
2016-10-28,3353,374,13195,13,3654,125,240
2016-10-29,0,0,0,0,0,0,0
2016-10-30,0,24,252,0,0,0,0
2016-10-31,3496,1263,13039,38,5240,15,5
2016-11-01,3264,883,10824,0,5685,102,1
2016-11-02,3225,3402,9392,9,5594,218,672
2016-11-03,2639,5313,10777,32,3108,103,144
2016-11-04,4059,456,10255,35,3736,12,2
2016-11-05,3101,772,14292,63,5505,323,0
2016-11-06,0,0,0,6,0,0,0
2016-11-07,5202,1702,11566,104,3506,282,0
2016-11-08,3868,1046,21812,69,10784,16,1440
2016-11-09,0,0,0,0,0,0,0
2016-11-10,5141,320,10922,3,17893,0,0
2016-11-11,3944,1479,13789,42,3273,328,0
2016-11-12,0,0,0,0,0,0,0
2016-11-13,0,0,0,0,0,0,0
2016-11-14,2881,606,11643,6,3638,144,0
2016-11-15,3333,796,14435,15,5066,0,0
2016-11-16,3187,1171,15929,30,4285,19,0
2016-11-17,3903,3826,11681,184,8008,1009,1344
2016-11-18,4159,336,9128,21,2945,109,0
2016-11-19,0,0,120,0,0,0,0
2016-11-20,0,0,0,0,0,0,0
2016-11-21,5062,1967,11604,42,5246,226,0
2016-11-22,3636,620,7660,54,3499,14,24
2016-11-23,3761,683,12556,66,6732,388,240
2016-11-24,0,6,0,12,48,0,0
2016-11-25,0,0,0,0,0,0,0
2016-11-26,0,0,0,0,3,0,0
2016-11-27,0,0,0,0,0,0,0
2016-11-28,2622,1540,14885,15,7585,19,432
2016-11-29,3854,789,10598,71,7124,20,12
2016-11-30,3636,3377,13727,84,4564,54,0
2016-12-01,3823,375,12685,33,3870,0,60
2016-12-02,4507,235,11286,24,3926,88,192
2016-12-03,0,0,0,0,0,0,0
2016-12-04,3861,703,11781,54,4316,404,0
2016-12-05,5056,1523,11094,65,3071,9,24
2016-12-06,0,0,0,0,0,0,0
2016-12-07,4502,515,11387,516,2579,13,0
2016-12-08,4252,502,10139,10,1835,161,0
2016-12-09,3533,894,8985,12,5578,19,0
2016-12-10,3809,946,14272,66,39062,176,96
2016-12-11,0,0,0,0,0,0,0
2016-12-12,5110,1481,9549,10,2993,114,1
2016-12-13,3631,550,9966,108,4406,134,0
2016-12-14,3150,415,12092,40,5163,11,240
2016-12-15,4879,3933,11312,95,3530,327,0
2016-12-16,3537,695,13988,45,4672,103,372
2016-12-17,0,0,0,0,0,0,0
2016-12-18,0,0,156,0,0,1,0
2016-12-19,3356,708,11036,28,1634,23,0
2016-12-20,4955,1623,16016,30,10196,0,0
2016-12-21,3142,1552,12572,27,4644,184,192
2016-12-22,4395,281,13378,61,5496,4,1488
2016-12-23,3374,449,92,18,192,204,0
2016-12-24,0,0,0,0,0,0,0
2016-12-25,0,0,0,0,0,0,0
2016-12-26,0,0,0,0,0,0,0
2016-12-27,3,108,5969,9,3066,118,11
2016-12-28,102,845,7932,38,3902,36,0
2016-12-29,42,1597,9751,39,3572,2,0
2016-12-30,0,1,1649,6,348,2,0
2016-12-31,0,0,0,0,0,0,0
2017-01-01,0,0,0,0,0,0,0
2017-01-02,3659,1003,14473,117,6344,91,168
2017-01-03,3190,915,31422,48,14912,211,628
2017-01-04,0,0,96,0,48,0,0
2017-01-05,3321,1436,14243,17,4716,116,0
2017-01-06,3440,1352,13894,160,10925,661,0
2017-01-07,0,0,0,0,0,0,0
2017-01-08,4508,931,12021,21,2978,36,0
2017-01-09,3358,1014,22051,40,13787,189,0
2017-01-10,0,0,156,0,61,0,0
2017-01-11,3737,1701,13763,37,4463,406,0
2017-01-12,4596,369,16907,37,8218,23,24
2017-01-13,3770,872,10138,61,2846,285,0
2017-01-14,0,0,0,0,0,0,0
2017-01-15,0,0,0,0,0,0,0
2017-01-16,2676,861,7766,6,3739,2,0
2017-01-17,4153,754,14505,12,2564,1452,0
2017-01-18,3633,280,13118,14,5701,9,0
2017-01-19,3224,766,8740,9,5629,167,2496
2017-01-20,3681,1754,11781,75,5261,213,0
2017-01-21,0,0,0,0,0,0,0
2017-01-22,0,0,0,0,0,0,0
2017-01-23,3281,292,10765,25,1909,0,0
2017-01-24,3574,778,8236,9,2392,4,0
2017-01-25,5621,1091,6403,10,3278,48,192
2017-01-26,5165,328,12483,21,3707,220,0
2017-01-27,3433,127,6440,44,4696,114,0
2017-01-28,0,0,0,3,0,0,0
2017-01-29,0,0,0,0,0,0,0
2017-01-30,2955,2692,8845,9,2537,211,0
2017-01-31,3641,382,12142,52,6078,82,0
2017-02-01,0,0,0,0,0,0,0
2017-02-02,5096,1602,9241,33,5910,27,1152
2017-02-03,4189,3797,16695,146,7463,1131,835
2017-02-04,0,0,0,0,0,0,0
2017-02-05,3636,864,9347,32,2828,137,497
2017-02-06,4102,349,13116,29,7509,13,1584
2017-02-07,0,0,0,0,0,0,0
2017-02-08,4168,1345,16348,120,10276,357,272
2017-02-09,0,0,0,0,0,0,0
2017-02-10,2703,1935,26420,35,11220,352,0
2017-02-11,3361,2363,16263,96,12042,318,0
2017-02-12,0,0,178,0,0,0,0
2017-02-13,3514,2062,6177,28,6421,0,0
2017-02-14,4097,2805,7428,21,2458,173,0
2017-02-15,2325,758,13522,28,4460,322,192
2017-02-16,2622,1590,14555,49,5617,11,1680
2017-02-17,3365,530,6247,152,4131,24,0
2017-02-18,0,0,0,0,0,0,0
2017-02-19,0,0,0,0,0,0,0
2017-02-20,3040,1006,7784,18,2267,102,0
2017-02-21,4765,67,5262,97,1112,333,0
2017-02-22,1770,17,1306,21,459,21,0
2017-02-23,2704,414,9269,12,3512,2,0
2017-02-24,4324,1120,19245,332,7229,93,192
2017-02-25,0,0,0,0,0,0,0
2017-02-26,0,0,113,0,0,0,0
2017-02-27,3467,3906,10530,65,6584,255,1511
2017-02-28,3203,435,12881,11,5272,192,169
2017-03-01,4115,1759,12850,150,4007,0,48
2017-03-02,4782,658,18775,63,5392,755,0
2017-03-03,3734,394,10398,49,4254,6,465
2017-03-04,3506,6232,8999,67,3345,0,0
2017-03-05,2711,311,19385,45,6096,6,338
2017-03-06,0,0,0,0,0,0,0
2017-03-07,3088,698,16426,55,6765,428,33
2017-03-08,2926,1012,18571,70,17520,664,1488
2017-03-09,0,0,0,0,0,0,0
2017-03-10,4220,1935,10514,88,4911,30,0
2017-03-11,4096,563,10976,105,5947,409,2496
2017-03-12,0,0,0,0,0,0,0
2017-03-13,2654,1997,8702,45,2412,225,0
2017-03-14,3860,270,10612,93,4198,31,0
2017-03-15,4699,354,12699,522,5428,36,0
2017-03-16,3512,2718,7069,42,1954,1052,0
2017-03-17,5481,577,6204,41,2146,46,0
2017-03-18,0,0,0,0,0,0,0
2017-03-19,0,0,0,0,0,0,0
2017-03-20,4044,3489,12832,17,3695,43,0
2017-03-21,3593,648,9252,132,2070,4,0
2017-03-22,3800,703,7585,254,4040,19,337
2017-03-23,3766,757,9188,16,7284,1,289
2017-03-24,6258,434,9047,39,4802,49,240
2017-03-25,0,0,0,0,0,0,0
2017-03-26,0,0,0,0,0,0,0
2017-03-27,3711,1403,9056,47,5246,25,0
2017-03-28,4400,335,8644,39,2858,118,0
2017-03-29,3514,856,16165,53,6723,105,292
2017-03-30,3973,796,11913,118,10792,68,577
2017-03-31,3921,313,15205,60,5845,79,0
2017-04-01,3117,8700,15366,51,4299,252,0
2017-04-02,0,0,0,12,0,0,0
2017-04-03,0,0,0,0,0,0,0
2017-04-04,4278,383,13189,29,5579,71,0
2017-04-05,4677,1960,14118,20,7798,1,490
2017-04-06,0,0,0,0,0,0,0
2017-04-07,0,0,144,6,96,0,0
2017-04-08,3226,1754,10944,16,3197,68,48
2017-04-09,0,0,600,0,0,0,0
2017-04-10,5314,4145,10499,186,3096,276,624
2017-04-11,0,0,0,0,0,0,0
2017-04-12,4422,4137,10861,90,2319,306,48
2017-04-13,3117,2851,9517,54,1801,1512,0
2017-04-14,214,498,9069,39,5778,0,240
2017-04-15,0,0,0,0,0,0,0
2017-04-16,0,0,0,0,0,0,0
2017-04-17,4418,615,4630,9,2188,149,0
2017-04-18,4423,235,6927,30,1887,484,0
2017-04-19,4469,490,13831,6,5485,464,484
2017-04-20,4412,752,13505,149,5543,2,2064
2017-04-21,3723,452,11528,34,2796,272,0
2017-04-22,0,0,0,6,0,0,0
2017-04-23,0,0,0,0,0,0,0
2017-04-24,3425,1356,12055,1,5895,43,0
2017-04-25,2437,956,10280,62,3614,56,0
2017-04-26,3518,638,9397,35,4166,4,0
2017-04-27,4274,544,17214,53,9955,294,307
2017-04-28,4415,527,14344,177,7634,283,1
2017-04-29,0,0,116,6,66,0,0
2017-04-30,0,0,0,0,0,0,0
2017-05-01,2928,1001,14932,35,6691,2,0
2017-05-02,0,6,0,0,0,10,0
2017-05-03,0,0,0,0,0,0,0
2017-05-04,4360,1321,17386,26,8126,220,0
2017-05-05,3302,561,10855,145,3692,146,0
2017-05-06,3704,1134,13701,14,3173,1,1
2017-05-07,3200,889,8933,21,5856,144,0
2017-05-08,0,0,0,6,0,0,0
2017-05-09,4151,1368,12089,66,3198,99,72
2017-05-10,5043,2399,11832,36,3260,991,533
2017-05-11,0,0,0,0,0,0,0
2017-05-12,3032,510,8387,12,2213,351,0
2017-05-13,0,0,0,0,0,0,0
2017-05-14,0,0,0,0,0,0,0
2017-05-15,3263,2258,16734,39,7882,38,0
2017-05-16,2686,889,10264,42,1642,10,0
2017-05-17,3032,356,21209,122,25077,107,0
2017-05-18,2836,2805,16122,172,9355,930,980
2017-05-19,2896,1644,14643,21,6855,74,233
2017-05-20,0,0,115,24,66,0,0
2017-05-21,0,0,0,0,0,0,0
2017-05-22,3955,993,16179,38,7576,88,6
2017-05-23,3520,2572,8465,41,14854,156,0
2017-05-24,3131,3288,14409,126,9139,46,471
2017-05-25,3172,1259,20868,24,6553,20,1640
2017-05-26,3199,745,17605,13,13017,71,0
2017-05-27,0,0,0,6,0,0,0
2017-05-28,0,0,116,0,0,0,0
2017-05-29,0,0,3552,0,2640,0,0
2017-05-30,3683,1204,10761,140,5521,207,96
2017-05-31,3177,511,12955,19,5541,215,0
2017-06-01,2875,340,7428,150,3131,15,0
2017-06-02,4093,2463,13330,156,2296,50,0
2017-06-03,4184,1029,10739,39,3106,0,0
2017-06-04,3227,832,10002,101,4760,174,0
2017-06-05,0,35,0,18,0,0,0
2017-06-06,3718,696,10051,37,4959,80,0
2017-06-07,3753,1537,12561,47,23908,50,196
2017-06-08,0,0,0,0,0,0,0
2017-06-09,3675,1714,11571,43,2044,33,1
2017-06-10,5199,24,10554,372,5172,15,1
2017-06-11,3899,1378,9866,84,3568,44,0
2017-06-12,3420,1731,12737,108,4565,134,4
2017-06-13,3247,432,24016,29,1550,3,0
2017-06-14,3532,640,10987,24,3596,129,16
2017-06-15,3961,3900,9313,42,4790,26,1440
2017-06-16,4134,226,17411,23,3873,66,0
2017-06-17,0,0,144,6,0,0,0
2017-06-18,0,0,0,0,0,0,0
2017-06-19,3399,1254,12702,32,1318,15,0
2017-06-20,3108,667,9358,50,6054,82,0
2017-06-21,4264,1248,10850,30,7451,24,0
2017-06-22,3833,2826,12636,57,4903,1149,618
2017-06-23,6317,360,8199,71,4072,33,0
2017-06-24,0,0,0,6,0,0,0
2017-06-25,30,0,0,0,0,0,0
2017-06-26,3563,359,11630,71,6267,80,36
2017-06-27,3768,851,10354,111,5798,78,0
2017-06-28,2593,874,11472,62,9477,16,240
2017-06-29,2950,1381,6213,165,2149,263,384
2017-06-30,3579,757,14821,43,2256,67,0
2017-07-01,0,0,0,0,0,0,0
2017-07-02,3114,466,6839,53,6662,14,0
2017-07-03,3359,447,7322,34,2068,219,0
2017-07-04,4238,1196,15907,79,7863,43,1584
2017-07-05,0,0,0,0,0,0,0
2017-07-06,4608,1103,12071,12,2650,227,299
2017-07-07,3270,247,15270,37,9474,239,1008
2017-07-08,3867,2110,8407,97,4259,0,0
2017-07-09,3907,2551,15419,60,4315,47,192
2017-07-10,0,0,0,0,0,0,0
2017-07-11,3567,451,6576,54,2668,3,0
2017-07-12,2999,2665,15329,52,8373,66,0
2017-07-13,4103,1537,13495,338,4624,412,0
2017-07-14,2936,344,13119,73,6353,128,0
2017-07-15,0,0,0,6,70,0,0
2017-07-16,0,0,0,0,0,0,0
2017-07-17,2339,856,11059,35,4655,97,0
2017-07-18,3493,341,10369,42,2321,52,0
2017-07-19,2928,6112,12539,61,10140,0,216
2017-07-20,3028,1274,12189,36,8784,863,1154
2017-07-21,3802,356,17404,67,4201,107,384
2017-07-22,0,0,0,0,0,0,0
2017-07-23,0,0,115,0,0,0,0
2017-07-24,2824,2752,22519,3,18048,68,0
2017-07-25,2999,418,12413,51,2806,272,1
2017-07-26,4618,808,15520,21,12360,104,200
2017-07-27,4350,517,11849,57,43416,1017,84
2017-07-28,0,4077,9827,54,3922,130,37
2017-07-29,0,0,0,6,0,0,0
2017-07-30,0,0,0,0,0,0,0
2017-07-31,0,1517,13474,67,7279,24,0
2017-08-01,0,0,0,0,0,0,0
2017-08-02,3013,868,16769,19,4892,241,192
2017-08-03,3921,1124,12141,40,3546,54,0
2017-08-04,0,0,0,0,0,0,0
2017-08-05,6340,836,8560,61,3382,12,48
2017-08-06,3726,525,7809,60,11789,120,602
2017-08-07,0,0,0,6,0,0,0
2017-08-08,5586,662,7386,323,4515,29,0
2017-08-09,2549,708,47893,125,21161,23,372
2017-08-10,0,0,0,0,0,0,0
2017-08-11,4613,323,15567,93,5010,1,0
2017-08-12,3828,690,15258,45,2708,83,193
2017-08-13,0,0,0,0,0,0,0
2017-08-14,4047,3208,14109,63,3349,61,72
2017-08-15,3598,563,10461,132,3869,204,0
2017-08-16,3209,754,10120,32,3000,95,2
2017-08-17,3326,2879,16248,127,22974,1081,1488
2017-08-18,4593,1393,17827,48,4432,29,0
2017-08-19,0,0,0,0,0,0,0
2017-08-20,0,0,0,0,0,0,0
2017-08-21,3715,2315,12233,44,4443,40,1
2017-08-22,3736,414,8473,42,2363,134,0
2017-08-23,5109,1006,15264,36,5446,390,576
2017-08-24,4097,1627,13297,113,14737,368,864
2017-08-25,4892,1234,13039,65,3279,40,0
2017-08-26,0,0,0,0,0,0,0
2017-08-27,0,0,0,0,0,0,0
2017-08-28,3531,872,9218,59,6969,28,0
2017-08-29,3041,560,13809,22,3347,4,1
2017-08-30,3946,1749,20392,38,9631,1,2
2017-08-31,4114,641,17701,71,12452,16,1404
2017-09-01,2721,356,10024,38,1506,115,0
2017-09-02,4347,2118,13204,12,4540,12,432
2017-09-03,4596,370,9458,98,4723,15,836
2017-09-04,0,0,0,0,0,342,0
2017-09-05,4414,664,10609,124,6422,201,0
2017-09-06,3901,754,4607,102,6751,0,0
2017-09-07,0,0,0,0,0,0,0
2017-09-08,4170,892,7950,69,5516,204,5
2017-09-09,0,0,0,0,0,0,0
2017-09-10,5065,50,3860,89,6690,2,1
2017-09-11,3873,3980,15924,123,4322,60,0
2017-09-12,0,0,0,0,0,0,0
2017-09-13,2927,1018,8087,382,2207,18,0
2017-09-14,2533,1675,14786,64,30958,74,1104
2017-09-15,3410,1532,10631,129,3368,458,0
2017-09-16,0,0,0,6,62,0,0
2017-09-17,0,0,0,0,0,0,0
2017-09-18,3540,443,10742,33,2393,210,0
2017-09-19,3108,575,8073,18,5686,413,51
2017-09-20,3325,606,22822,11,27475,112,246
2017-09-21,2763,3695,15882,145,16154,1415,0
2017-09-22,3054,15454,14141,18,10341,3,0
2017-09-23,0,0,0,0,0,0,0
2017-09-24,0,0,0,0,0,0,0
2017-09-25,3089,2374,27559,12,12008,504,0
2017-09-26,3309,540,11083,132,1422,12,0
2017-09-27,2990,3777,23689,40,6437,82,313
2017-09-28,4907,1082,9488,648,22038,78,1296
2017-09-29,4888,756,17623,10,7088,73,192
2017-09-30,0,0,0,0,0,0,0
2017-10-01,4499,296,5905,35,2039,1,0
2017-10-02,3608,393,15749,71,5694,17,0
2017-10-03,4141,375,11129,24,3503,78,0
2017-10-04,4114,949,8244,149,2388,80,0
2017-10-05,3077,605,14108,13,15306,426,947
2017-10-06,0,0,0,6,0,0,0
2017-10-07,3366,976,15541,127,5482,121,12
2017-10-08,3253,1675,7818,26,10955,313,432
2017-10-09,0,0,0,0,0,0,0
2017-10-10,2557,8077,6972,81,1963,282,0
2017-10-11,4521,665,12558,136,6789,15,1248
2017-10-12,0,0,0,0,0,0,0
2017-10-13,4425,682,12110,58,7814,144,144
2017-10-14,0,0,0,6,0,0,0
2017-10-15,0,0,0,0,0,0,0
2017-10-16,2911,585,9532,25,2677,82,1
2017-10-17,2972,3132,6735,45,1802,14,0
2017-10-18,2600,320,8036,39,3213,240,768
2017-10-19,3516,2035,15884,50,14712,1103,127
2017-10-20,2652,469,22107,13,14154,5,816
2017-10-21,0,0,0,0,0,0,0
2017-10-22,0,0,0,0,0,0,0
2017-10-23,4134,342,10815,107,2470,432,0
2017-10-24,4362,2876,14131,16,66821,33,0
2017-10-25,4401,1306,18923,112,6058,240,0
2017-10-26,3799,2621,15410,188,9994,165,816
2017-10-27,2082,438,11439,89,5190,300,469
2017-10-28,0,0,0,3,0,0,0
2017-10-29,0,0,0,0,0,0,0
2017-10-30,4179,2010,8362,18,5682,53,1248
2017-10-31,4670,1312,8716,82,7766,55,0
2017-11-01,3654,752,17928,103,7891,7,720
2017-11-02,0,0,0,0,0,0,0
2017-11-03,0,0,240,12,144,0,0
2017-11-04,5059,270,8706,107,3255,148,0
2017-11-05,4270,382,9988,66,5029,14,864
2017-11-06,0,0,0,0,0,0,0
2017-11-07,4804,304,8770,118,17244,64,1
2017-11-08,2989,1133,9725,131,4267,246,240
2017-11-09,3386,2417,23799,67,4924,60,1
2017-11-10,4201,5642,12506,71,4570,287,40
2017-11-11,0,0,120,0,0,0,0
2017-11-12,3252,3134,12747,109,2196,85,0
2017-11-13,2917,423,13204,24,3202,59,628
2017-11-14,4989,565,6857,18,1784,0,0
2017-11-15,2794,1193,13826,45,6304,299,192
2017-11-16,2685,1763,25482,241,13495,986,1484
2017-11-17,4470,994,12944,18,5846,211,724
2017-11-18,0,0,0,0,0,0,0
2017-11-19,0,0,0,0,0,0,0
2017-11-20,4290,828,5580,14,2545,386,0
2017-11-21,3477,236,9552,71,3064,289,0
2017-11-22,4209,2025,18181,93,6100,0,193
2017-11-23,0,0,96,6,96,0,0
2017-11-24,0,0,0,0,0,0,0
2017-11-25,0,0,0,0,0,0,0
2017-11-26,0,0,0,0,0,0,0
2017-11-27,4052,2204,12066,119,3780,308,1476
2017-11-28,4074,116,11737,149,32941,213,144
2017-11-29,5228,442,14115,23,5570,4,192
2017-11-30,3738,2381,14081,32,10551,1224,0
2017-12-01,2944,2011,11651,68,4590,0,0
2017-12-02,0,0,0,0,0,0,0
2017-12-03,0,0,0,0,0,0,0
2017-12-04,4252,799,10946,9,5006,5,192
2017-12-05,3095,438,18881,82,4712,213,0
2017-12-06,2179,2365,17048,42,6754,76,0
2017-12-07,2341,854,15069,26,3233,287,4
2017-12-08,0,0,0,0,0,0,0
2017-12-09,2950,755,16365,129,5723,2,0
2017-12-10,4733,6146,9016,181,4519,363,2017
2017-12-11,0,0,0,0,0,0,0
2017-12-12,3068,742,19746,121,35526,1,0
2017-12-13,2946,1307,16826,86,7000,443,240
2017-12-14,3224,2350,16480,71,16828,1071,26
2017-12-15,254,312,15163,82,9582,432,0
2017-12-16,0,0,0,24,0,0,0
2017-12-17,0,0,0,0,0,0,0
2017-12-18,3638,1732,12059,345,4711,90,0
2017-12-19,2596,686,6562,32,2261,4,0
2017-12-20,3943,5704,17812,86,9260,250,482
2017-12-21,2608,2304,13781,57,18954,249,1104
2017-12-22,2770,180,2206,9,648,175,0
2017-12-23,0,0,0,0,0,0,0
2017-12-24,0,0,0,0,0,0,0
2017-12-25,0,0,0,0,0,0,0
2017-12-26,3,503,6449,176,2312,5,222
2017-12-27,76,743,5508,175,1750,294,0
2017-12-28,108,1576,16930,64,25610,5,436
2017-12-29,0,264,3442,3,1044,120,0
2017-12-30,0,0,0,0,0,0,0
2017-12-31,0,0,0,0,0,0,0
2018-01-01,0,0,0,0,0,0,0
2018-01-02,3266,1175,17250,134,16906,483,0
2018-01-03,2439,1453,17384,67,13744,148,0
2018-01-04,0,24,149,0,0,0,0
2018-01-05,3317,432,14824,65,4257,144,0
2018-01-06,4151,964,19703,120,4848,242,49
2018-01-07,0,0,0,0,0,0,0
2018-01-08,2854,407,9898,39,4413,72,341
2018-01-09,0,0,372,12,0,0,0
2018-01-10,3046,2664,16207,0,7131,201,0
2018-01-11,2598,1799,27567,11,15973,1,0
2018-01-12,0,0,0,3,0,0,0
2018-01-13,0,0,0,0,0,0,0
2018-01-14,0,0,0,0,0,0,0
2018-01-15,4586,2417,6258,88,4648,0,0
2018-01-16,3571,181,3425,36,1384,1,0
2018-01-17,4160,242,6496,55,1696,80,0
2018-01-18,2669,3161,21709,9,23330,731,8
2018-01-19,4348,387,11506,22,2478,0,4
2018-01-20,0,0,0,0,0,0,0
2018-01-21,0,0,0,0,0,0,0
2018-01-22,3192,387,5960,204,5985,0,18
2018-01-23,3679,536,6420,24,2499,187,0
2018-01-24,3605,663,13232,88,3508,279,0
2018-01-25,4175,3117,18247,117,21316,110,0
2018-01-26,5099,2076,22047,138,9038,7,610
2018-01-27,0,0,0,0,0,0,0
2018-01-28,0,0,0,0,0,0,0
2018-01-29,3926,3015,8724,32,3570,205,144
2018-01-30,4035,493,13522,84,2184,555,0
2018-01-31,3717,890,14462,93,7014,351,4224
2018-02-01,3313,1060,12698,33,6331,80,0
2018-02-02,3331,407,8944,73,3215,0,0
2018-02-03,2758,524,6832,26,2205,46,1
2018-02-04,3471,1839,12152,69,4990,90,0
2018-02-05,4241,1793,13361,68,5950,96,0
2018-02-06,0,0,0,0,0,0,0
2018-02-07,3479,951,13339,91,4334,10,0
2018-02-08,5217,1838,32990,28,17736,46,817
2018-02-09,0,0,10,0,0,0,0
2018-02-10,2960,429,8570,0,4321,168,12
2018-02-11,3084,3471,8786,0,2484,0,192
2018-02-12,0,0,48,0,48,0,0
2018-02-13,4970,644,13723,67,32500,3,1850
2018-02-14,4161,461,11320,16,4102,201,2
2018-02-15,4649,783,13594,89,6173,29,0
2018-02-16,4401,466,6098,85,3242,6,24
2018-02-17,0,0,0,0,0,0,0
2018-02-18,0,0,0,0,0,0,0
2018-02-19,3465,1892,10085,26,5711,85,84
2018-02-20,2662,2446,8244,219,3764,24,0
2018-02-21,3452,1393,15477,36,3605,471,4
2018-02-22,3126,1106,11703,99,9396,0,0
2018-02-23,4247,349,11531,86,4331,876,0
2018-02-24,0,0,0,0,0,0,0
2018-02-25,0,10,114,0,0,0,0
2018-02-26,3292,654,13036,52,6645,399,2880
2018-02-27,2915,181,11495,57,5049,0,0
2018-02-28,2549,842,17319,54,7343,153,240
2018-03-01,3396,641,12674,41,3330,100,0
2018-03-02,0,0,0,0,0,0,0
2018-03-03,0,0,0,0,0,0,0
2018-03-04,3814,584,10091,47,2978,112,1
2018-03-05,2453,827,16692,81,19868,143,936
2018-03-06,0,0,0,0,0,0,0
2018-03-07,4229,1048,12871,16,3765,8,73
2018-03-08,4032,442,10878,90,4062,176,242
2018-03-09,0,0,96,0,0,0,0
2018-03-10,4201,1077,16804,3,13290,166,0
2018-03-11,0,0,96,18,96,0,0
2018-03-12,3887,983,9232,0,3529,0,1
2018-03-13,2799,2775,11143,176,2461,67,0
2018-03-14,2911,467,14795,21,10909,392,196
2018-03-15,3137,1452,10228,79,11888,148,532
2018-03-16,2680,416,7202,255,3210,122,48
2018-03-17,0,0,0,30,0,0,0
2018-03-18,0,0,0,0,0,0,0
2018-03-19,2713,2292,18266,38,5302,55,0
2018-03-20,3294,989,8793,32,2488,189,0
2018-03-21,3692,534,15221,71,5058,6,1104
2018-03-22,4202,2269,18403,130,16577,1509,0
2018-03-23,4186,518,5080,95,2898,34,48
2018-03-24,0,0,48,0,48,0,0
2018-03-25,0,0,48,0,48,0,0
2018-03-26,2516,789,13882,129,6756,15,0
2018-03-27,2820,947,9455,89,3226,235,0
2018-03-28,3446,1812,15655,75,6632,166,432
2018-03-29,4056,1271,16160,45,20482,49,1104
